priority,word,zh,category,filename,prompt
2,perfect,完美的,,data/images/vocab/word_perfect.webp,"a perfect score on a report card, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,perhaps,也許,,data/images/vocab/word_perhaps.webp,"a question mark in a thought bubble, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,person,人,People,data/images/vocab/word_person.webp,"a smiling person waving at you, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,personal,個人的,,data/images/vocab/word_personal.webp,"a personal diary with a locked cover, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,physics,物理,School,data/images/vocab/word_physics.webp,"a physics textbook with equations, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,picture,圖片,School,data/images/vocab/word_picture.webp,"a colorful picture on a wall, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,piece,片,,data/images/vocab/word_piece.webp,"a piece of a puzzle being fitted together, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,pink,粉紅色的,Colors,data/images/vocab/word_pink.webp,"a bright pink flower in a garden, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,place,地方,Places & locations,data/images/vocab/word_place.webp,"a map with a marked place, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,plan,計劃,,data/images/vocab/word_plan.webp,"a calendar with a planned schedule, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,playground,操場,School,data/images/vocab/word_playground.webp,"a playground with swings and slides, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,pleasant,令人愉快的,,data/images/vocab/word_pleasant.webp,"a smiling cartoon child in a sunny meadow, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,pleased,高興,,data/images/vocab/word_pleased.webp,"a cartoon child smiling with arms up, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,poem,詩,School,data/images/vocab/word_poem.webp,"an open book with a poem on a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,pollute,污染,,data/images/vocab/word_pollute.webp,"a cartoon child throwing trash into a river, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,pop,流行音樂,,data/images/vocab/word_pop.webp,"a music stage with a microphone and a crowd, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,popular,受歡迎的,,data/images/vocab/word_popular.webp,"a cartoon child with a big smile and many friends around, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,position,位置,,data/images/vocab/word_position.webp,"a map with a marked position, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,positive,積極的,,data/images/vocab/word_positive.webp,"a cartoon child with a thumbs up, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,possible,可能的,,data/images/vocab/word_possible.webp,"a lightbulb turning on with a bright idea, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,post office,郵局,Places & locations,data/images/vocab/word_post_office.webp,"a small post office building with a mailbox outside, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,postcard,明信片,School,data/images/vocab/word_postcard.webp,"a colorful postcard on a desk with a pen and stamp, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,practice,實踐,School,data/images/vocab/word_practice.webp,"a cartoon child practicing piano with music sheets, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,praise,稱讚,,data/images/vocab/word_praise.webp,"a cartoon child giving a thumbs up to another, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,pray,祈禱,,data/images/vocab/word_pray.webp,"a cartoon child praying with hands together and eyes closed, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,precious,寶貴的,,data/images/vocab/word_precious.webp,"a child holding a precious gemstone, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,prepare,準備,School,data/images/vocab/word_prepare.webp,"a cartoon child preparing a backpack for school, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,present,展示,School,data/images/vocab/word_present.webp,"a cartoon child giving a presentation with a projector screen, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,price,價格,,data/images/vocab/word_price.webp,"a price tag on a product, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,primary,基本的,,data/images/vocab/word_primary.webp,"a primary school building with a sign, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,prince,王子,People,data/images/vocab/word_prince.webp,"a prince in a crown and royal robe waving, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,princess,公主,People,data/images/vocab/word_princess.webp,"a princess in a pink dress and tiara smiling, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,principal,主要的,School,data/images/vocab/word_principal.webp,"a principal standing in front of a school, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,printer,印表機,,data/images/vocab/word_printer.webp,"a printer on a desk with paper coming out, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,private,私人的,,data/images/vocab/word_private.webp,"a private room with a locked door and a sign, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,problem,問題,School,data/images/vocab/word_problem.webp,"a math problem on a blackboard, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,professor,教授,,data/images/vocab/word_professor.webp,"a professor in glasses and a suit teaching, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,promise,承諾,,data/images/vocab/word_promise.webp,"a person shaking hands with another person, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,pronounce,發音,School,data/images/vocab/word_pronounce.webp,"a teacher pronouncing a word on a blackboard, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,provide,提供,,data/images/vocab/word_provide.webp,"a cartoon child providing food to a hungry bird, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,public,民眾,,data/images/vocab/word_public.webp,"a crowd of people in a public square, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,punish,懲罰,School,data/images/vocab/word_punish.webp,"a teacher punishing a student with a time-out, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,purple,紫色的,Colors,data/images/vocab/word_purple.webp,"a purple flower in a vase, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,queen,女王,People,data/images/vocab/word_queen.webp,"a queen wearing a crown, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,question,問題,School,data/images/vocab/word_question.webp,"a question mark on a piece of paper, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,quiet,安靜的,,data/images/vocab/word_quiet.webp,"a cartoon child with a quiet and peaceful face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,quit,辭職,,data/images/vocab/word_quit.webp,"a cartoon child quitting a game and walking away, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,quiz,測驗,School,data/images/vocab/word_quiz.webp,"a quiz sheet with multiple choice questions, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,raise,增加,,data/images/vocab/word_raise.webp,"a cartoon child raising their hand, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,rare,稀有的,,data/images/vocab/word_rare.webp,"a rare diamond on a black velvet cloth, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,rather,相當,,data/images/vocab/word_rather.webp,"a cartoon child thinking rather than playing, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,reach,抵達,,data/images/vocab/word_reach.webp,"a cartoon child reaching for a high shelf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,ready,準備好,,data/images/vocab/word_ready.webp,"a person standing with a checked list, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,real,真實的,,data/images/vocab/word_real.webp,"a realistic painting of a landscape, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,receive,收到,,data/images/vocab/word_receive.webp,"a cartoon child receiving a gift from someone, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,record,記錄,School,data/images/vocab/word_record.webp,"a vinyl record on a record player, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,recover,恢復,,data/images/vocab/word_recover.webp,"a cartoon child recovering from illness in bed, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,refuse,拒絕,,data/images/vocab/word_refuse.webp,"a cartoon child refusing to eat broccoli, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,regular,常規的,,data/images/vocab/word_regular.webp,"a regular clock on a white wall, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,reject,拒絕,,data/images/vocab/word_reject.webp,"a cartoon child rejecting an offer from someone, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,relative,相對的,Family,data/images/vocab/word_relative.webp,"a family tree with many relatives, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,rent,租,,data/images/vocab/word_rent.webp,"a rent sign on a house window, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,repeat,重複,School,data/images/vocab/word_repeat.webp,"a cartoon child repeating a task, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,respect,尊重,,data/images/vocab/word_respect.webp,"a person showing respect to an elder, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,responsible,負責任的,,data/images/vocab/word_responsible.webp,"a responsible person taking care of a pet, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,restaurant,餐廳,Places & locations,data/images/vocab/word_restaurant.webp,"a busy restaurant with many tables, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,restroom,廁所,Places & locations,data/images/vocab/word_restroom.webp,"a sign pointing to a restroom, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,return,返回,,data/images/vocab/word_return.webp,"a person walking back home, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,review,審查,School,data/images/vocab/word_review.webp,"a teacher reviewing papers on a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,right,正確的,Places & locations,data/images/vocab/word_right.webp,"a green checkmark indicating something is right, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,rubber,橡皮,,data/images/vocab/word_rubber.webp,"an eraser made of rubber on a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,ruin,廢墟,,data/images/vocab/word_ruin.webp,"an ancient ruin with broken columns, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,ruler,統治者,School,data/images/vocab/word_ruler.webp,"a king sitting on a throne with a scepter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,safe,安全的,,data/images/vocab/word_safe.webp,"a safe with a combination lock, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,same,相同的,,data/images/vocab/word_same.webp,"a cartoon child holding two identical toys, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,satisfy,滿足,,data/images/vocab/word_satisfy.webp,"a cartoon child smiling with a satisfied face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,save,節省,,data/images/vocab/word_save.webp,"a piggy bank with coins and bills inside, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,say,說,School,data/images/vocab/word_say.webp,"a cartoon child saying hello to a friend, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,science,科學,School,data/images/vocab/word_science.webp,"a science lab with beakers and test tubes, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,score,分數,School,data/images/vocab/word_score.webp,"a scoreboard with numbers on a sports field, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,search,搜尋,,data/images/vocab/word_search.webp,"a magnifying glass on a map for search, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,season,季節,,data/images/vocab/word_season.webp,"a calendar showing the four seasons, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,secondary,中學,,data/images/vocab/word_secondary.webp,"a building of a secondary school with students, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,seek,尋找,,data/images/vocab/word_seek.webp,"a cartoon child seeking something under a bed, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,seem,似乎,,data/images/vocab/word_seem.webp,"a puzzled cartoon child with a thinking face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,seesaw,蹺蹺板,,data/images/vocab/word_seesaw.webp,"a seesaw with two kids playing on it, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,seldom,很少,,data/images/vocab/word_seldom.webp,"a calendar with only one day marked, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,select,選擇,,data/images/vocab/word_select.webp,"a cartoon child selecting a book from a shelf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,sell,賣,,data/images/vocab/word_sell.webp,"a store with a sale sign, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,semester,學期,School,data/images/vocab/word_semester.webp,"a school calendar showing a semester schedule, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,send,傳送,,data/images/vocab/word_send.webp,"a cartoon child sending a letter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,serious,嚴肅的,,data/images/vocab/word_serious.webp,"a cartoon child with a serious face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,serve,服務,,data/images/vocab/word_serve.webp,"a waiter serving food to customers, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,share,分享,,data/images/vocab/word_share.webp,"a cartoon child sharing a toy, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,sharp,鋒利的,,data/images/vocab/word_sharp.webp,"a sharp knife on a wooden table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,shine,閃耀,,data/images/vocab/word_shine.webp,"a sun shining in the sky, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,shoe (s),鞋,,data/images/vocab/word_shoe.webp,"a brown shoe on a wooden floor, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,shop,店鋪,Places & locations,data/images/vocab/word_shop.webp,"a small shop with a sign, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,shoulder,肩膀,Parts of body,data/images/vocab/word_shoulder.webp,"a cartoon child touching their shoulder, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,show,展示,,data/images/vocab/word_show.webp,"a stage with a curtain opening, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,silent,沉默的,,data/images/vocab/word_silent.webp,"a person with a finger on their lips, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,silver,銀,,data/images/vocab/word_silver.webp,"a silver necklace on a velvet cushion, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,similar,相似的,,data/images/vocab/word_similar.webp,"two identical twin sisters smiling, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,simple,簡單的,,data/images/vocab/word_simple.webp,"a simple white room with a small table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,single,單身的,,data/images/vocab/word_single.webp,"a person sitting alone on a bench, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,sister,姊姊,Family,data/images/vocab/word_sister.webp,"a young sister hugging her brother, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,sit,坐,,data/images/vocab/word_sit.webp,"a cartoon child sitting on a green grass, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,size,尺寸,,data/images/vocab/word_size.webp,"a ruler measuring the size of a book, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,ski,滑雪,,data/images/vocab/word_ski.webp,"a ski leaning against a snow-covered tree, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,skillful,熟練,,data/images/vocab/word_skillful.webp,"a cartoon child playing a guitar skillfully, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,skin,皮膚,Parts of body,data/images/vocab/word_skin.webp,"a hand with healthy skin holding a small flower, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,sleepy,睏,,data/images/vocab/word_sleepy.webp,"a cartoon child with a sleepy expression yawning, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,slice,片,,data/images/vocab/word_slice.webp,"a slice of bread on a wooden cutting board, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,slide,滑動,,data/images/vocab/word_slide.webp,"a cartoon child sliding down a slide, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,so,所以,,data/images/vocab/word_so.webp,"a cartoon child nodding with a so expression, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,social,社會的,,data/images/vocab/word_social.webp,"a group of people from different cultures gathering together, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,solve,解決,,data/images/vocab/word_solve.webp,"a cartoon child solving a puzzle with a happy face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,sometimes,有時,,data/images/vocab/word_sometimes.webp,"a calendar with some days marked, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,somewhere,某處,,data/images/vocab/word_somewhere.webp,"a map with a mysterious location marked, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,son,兒子,Family,data/images/vocab/word_son.webp,"a happy son hugging his mother, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,sore,瘡,,data/images/vocab/word_sore.webp,"a bandaged knee with a red sore, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,south,南,Places & locations,data/images/vocab/word_south.webp,"a compass with the south direction marked, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,speak,說話,School,data/images/vocab/word_speak.webp,"a cartoon child speaking in front of a classroom, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,special,特別的,,data/images/vocab/word_special.webp,"a cartoon child wearing a special birthday crown, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,spell,拼字,School,data/images/vocab/word_spell.webp,"a child spelling words on a blackboard, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,spend,花費,,data/images/vocab/word_spend.webp,"a child spending money at a toy store, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,spot,點,,data/images/vocab/word_spot.webp,"a small spot on a white wall, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,spread,傳播,,data/images/vocab/word_spread.webp,"a map showing the spread of a disease, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,start,開始,,data/images/vocab/word_start.webp,"a starting line on a running track, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,stationery,靜止的,,data/images/vocab/word_stationery.webp,"a set of colorful stationery on a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,stay,停留,,data/images/vocab/word_stay.webp,"a cartoon child staying in bed, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,still,仍然,,data/images/vocab/word_still.webp,"a calm lake with still water, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,stomach,胃,Parts of body,data/images/vocab/word_stomach.webp,"a human stomach in a medical illustration, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,stomachache,腹痛,Health,data/images/vocab/word_stomachache.webp,"a cartoon child holding their stomach in pain, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,stop,停止,,data/images/vocab/word_stop.webp,"a red stop sign on a street corner, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,store,店鋪,Places & locations,data/images/vocab/word_store.webp,"a small convenience store with a sign, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,story,故事,School,data/images/vocab/word_story.webp,"an open book with a story unfolding, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,strange,奇怪的,,data/images/vocab/word_strange.webp,"a cartoon child with a strange surprised expression, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,stranger,陌生人,People,data/images/vocab/word_stranger.webp,"a person meeting a stranger on the street, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,strong,強的,Health,data/images/vocab/word_strong.webp,"a cartoon child showing strong muscles, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,student,學生,School,data/images/vocab/word_student.webp,"a happy student sitting at a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,study,學習,School,data/images/vocab/word_study.webp,"a stack of books on a wooden study table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,such,這樣的,,data/images/vocab/word_such.webp,"a sign with the words such as this, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,sudden,突然的,,data/images/vocab/word_sudden.webp,"a sudden stormy weather, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,suggest,建議,,data/images/vocab/word_suggest.webp,"a cartoon child suggesting an idea, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,super,極佳的,,data/images/vocab/word_super.webp,"a cartoon child with a super happy face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,supermarket,超市場,Places & locations,data/images/vocab/word_supermarket.webp,"a large supermarket building with a parking lot, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,supper,晚餐,,data/images/vocab/word_supper.webp,"a family having supper together, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,support,支援,,data/images/vocab/word_support.webp,"a person giving support to a friend, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,sure,當然,,data/images/vocab/word_sure.webp,"a confident child nodding their head, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,survive,存活,,data/images/vocab/word_survive.webp,"a cartoon child surviving on a deserted island, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,swallow,吞,,data/images/vocab/word_swallow.webp,"a bird swallowing a worm, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,tail,尾巴,,data/images/vocab/word_tail.webp,"a cute dog wagging its tail, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,Taiwan,台灣,Countries and areas,data/images/vocab/word_taiwan.webp,"a map of Taiwan with its flag, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,talk,演講,School,data/images/vocab/word_talk.webp,"a cartoon child giving a talk in front of a class, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,teach,教,School,data/images/vocab/word_teach.webp,"a teacher standing in front of a blackboard, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,teenager,青少年,People,data/images/vocab/word_teenager.webp,"a smiling teenager with a backpack, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,temple,寺廟,Places & locations,data/images/vocab/word_temple.webp,"a beautiful temple with stone statues, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,terrible,糟糕的,,data/images/vocab/word_terrible.webp,"a cartoon child with a disappointed face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,terrific,了不起,,data/images/vocab/word_terrific.webp,"a cartoon child with a big smile, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,test,測試,School,data/images/vocab/word_test.webp,"a student taking a test with a pencil, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,textbook,教科書,School,data/images/vocab/word_textbook.webp,"an open textbook on a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,thank,感謝,,data/images/vocab/word_thank.webp,"a cartoon child giving a thank you card, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,theater,劇院,Places & locations,data/images/vocab/word_theater.webp,"a grand theater with red curtains, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,there,那裡,Places & locations,data/images/vocab/word_there.webp,"a sign pointing to a place in the distance, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,thick,厚的,,data/images/vocab/word_thick.webp,"a thick book with a leather cover, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,thirsty,渴,,data/images/vocab/word_thirsty.webp,"a cartoon child drinking from a water bottle, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,throat,喉,Parts of body,data/images/vocab/word_throat.webp,"a human throat with a visible larynx, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,thumb,大拇指,Parts of body,data/images/vocab/word_thumb.webp,"a thumb holding a pencil, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,tidy,整齊的,,data/images/vocab/word_tidy.webp,"a cartoon child keeping a room tidy, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,time,時間,,data/images/vocab/word_time.webp,"a round wall clock showing afternoon, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,tired,疲勞的,Health,data/images/vocab/word_tired.webp,"a cartoon child with a tired expression, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,toast,吐司,,data/images/vocab/word_toast.webp,"a slice of toast on a white plate, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,toe,腳趾,Parts of body,data/images/vocab/word_toe.webp,"a human foot with five toes, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,tofu,豆腐,,data/images/vocab/word_tofu.webp,"a block of tofu on a plate, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,together,一起,,data/images/vocab/word_together.webp,"a cartoon child holding hands with friends, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,tongue,舌頭,Parts of body,data/images/vocab/word_tongue.webp,"a tongue licking an ice cream, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,toothache,牙痛,,data/images/vocab/word_toothache.webp,"a cartoon child holding a sore tooth, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,top,頂部,,data/images/vocab/word_top.webp,"a mountain top with a flag on it, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,towel,毛巾,,data/images/vocab/word_towel.webp,"a white towel hanging on a towel rack, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,town,鎮,Places & locations,data/images/vocab/word_town.webp,"a small town with buildings and streets, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,traditional,傳統的,,data/images/vocab/word_traditional.webp,"a traditional festival with people dancing, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,triangle,三角形,,data/images/vocab/word_triangle.webp,"a geometric triangle shape on paper, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,trip,旅行,,data/images/vocab/word_trip.webp,"a cartoon child packing a suitcase for a trip, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,true,真的,,data/images/vocab/word_true.webp,"a cartoon child telling the truth with a honest face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,trust,相信,,data/images/vocab/word_trust.webp,"a pair of hands shaking with a cityscape background, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
